"imageid	label"	label
"19860	Topwear"	Topwear
"10242	Bags"	Bags
"39203	Shoes"	Shoes
"21713	Watches"	Watches
"48352	Bags"	Bags
"53882	Others"	Others
"26685	Sandal"	Sandal
"35104	Wallets"	Wallets
"6734	Shoes"	Shoes
"11363	Topwear"	Topwear
"17921	Topwear"	Topwear
"48030	Watches"	Watches
"49151	Others"	Others
"18496	Sandal"	Sandal
"2626	Shoes"	Shoes
"52568	Bags"	Bags
"46694	Fragrance"	Fragrance
"33143	Topwear"	Topwear
"3750	Topwear"	Topwear
"48629	Jewellery"	Jewellery
"55825	Others"	Others
"11415	Topwear"	Topwear
"33130	Shoes"	Shoes
"53013	Others"	Others
"10445	Bottomwear"	Bottomwear
"16187	Shoes"	Shoes
"47352	Bags"	Bags
"8360	Topwear"	Topwear
"20637	Others"	Others
"32405	Bottomwear"	Bottomwear
"54477	Innerwear"	Innerwear
"24660	Others"	Others
"24307	Topwear"	Topwear
"22890	Sandal"	Sandal
"53897	Bags"	Bags
"19465	Topwear"	Topwear
"34377	Topwear"	Topwear
"50488	Innerwear"	Innerwear
"53569	Watches"	Watches
"3773	Topwear"	Topwear
"24624	Bags"	Bags
"8805	Topwear"	Topwear
"51874	Topwear"	Topwear
"6934	Topwear"	Topwear
"27972	Innerwear"	Innerwear
"46490	Watches"	Watches
"4748	Topwear"	Topwear
"31937	Topwear"	Topwear
"14529	Topwear"	Topwear
"29877	Eyewear"	Eyewear
"4568	Shoes"	Shoes
"28932	Topwear"	Topwear
"19319	Bags"	Bags
"14030	Topwear"	Topwear
"44225	Topwear"	Topwear
"45248	Watches"	Watches
"3771	Topwear"	Topwear
"45817	Shoes"	Shoes
"7467	Topwear"	Topwear
"9323	Shoes"	Shoes
"16610	Bottomwear"	Bottomwear
"7587	Shoes"	Shoes
"31142	Topwear"	Topwear
"53060	Bags"	Bags
"45003	Watches"	Watches
"16814	Topwear"	Topwear
"34031	Topwear"	Topwear
"4409	Topwear"	Topwear
"16510	Bottomwear"	Bottomwear
"9622	Topwear"	Topwear
"7375	Others"	Others
"15639	Topwear"	Topwear
"12397	Others"	Others
"16399	Topwear"	Topwear
"19589	Topwear"	Topwear
"31147	Topwear"	Topwear
"55565	Fragrance"	Fragrance
"36862	Topwear"	Topwear
"6772	Topwear"	Topwear
"17535	Topwear"	Topwear
"37201	Bottomwear"	Bottomwear
"25754	Others"	Others
"54943	Topwear"	Topwear
"22327	Topwear"	Topwear
"5500	Topwear"	Topwear
"46123	Jewellery"	Jewellery
"26360	Topwear"	Topwear
"48111	Bottomwear"	Bottomwear
"28380	Eyewear"	Eyewear
"36333	Others"	Others
"13310	Others"	Others
"48068	Topwear"	Topwear
"33505	Others"	Others
"4374	Topwear"	Topwear
"25903	Bottomwear"	Bottomwear
"22007	Bags"	Bags
"50859	Others"	Others
"2045	Topwear"	Topwear
"41007	Bottomwear"	Bottomwear
"57167	Topwear"	Topwear
"50037	Innerwear"	Innerwear
"4217	Topwear"	Topwear
"25175	Bags"	Bags
"53779	Topwear"	Topwear
"27340	Fragrance"	Fragrance
"59756	Innerwear"	Innerwear
"26533	Shoes"	Shoes
"35925	Bags"	Bags
"31340	Bottomwear"	Bottomwear
"56481	Others"	Others
"25859	Bags"	Bags
"15532	Others"	Others
"10495	Topwear"	Topwear
"47282	Topwear"	Topwear
"53380	Sandal"	Sandal
"4734	Shoes"	Shoes
"41244	Others"	Others
"36383	Others"	Others
"36918	Wallets"	Wallets
"25396	Innerwear"	Innerwear
"3061	Topwear"	Topwear
"32420	Bottomwear"	Bottomwear
"2200	Topwear"	Topwear
"11034	Topwear"	Topwear
"39264	Shoes"	Shoes
"59735	Innerwear"	Innerwear
"18724	Topwear"	Topwear
"26152	Bottomwear"	Bottomwear
"54929	Topwear"	Topwear
"54114	Shoes"	Shoes
"43826	Jewellery"	Jewellery
"41780	Topwear"	Topwear
"26531	Shoes"	Shoes
"41989	Topwear"	Topwear
"42877	Wallets"	Wallets
"6455	Others"	Others
"2233	Sandal"	Sandal
"45117	Watches"	Watches
"33560	Topwear"	Topwear
"20250	Topwear"	Topwear
"28209	Eyewear"	Eyewear
"11759	Topwear"	Topwear
"2206	Topwear"	Topwear
"43653	Others"	Others
"27083	Shoes"	Shoes
"28950	Topwear"	Topwear
"23472	Others"	Others
"43219	Watches"	Watches
"51829	Innerwear"	Innerwear
"9983	Topwear"	Topwear
"48344	Jewellery"	Jewellery
"5050	Shoes"	Shoes
"28243	Fragrance"	Fragrance
"4073	Shoes"	Shoes
"38615	Topwear"	Topwear
"24562	Topwear"	Topwear
"41261	Wallets"	Wallets
"45000	Watches"	Watches
"18558	Shoes"	Shoes
"17697	Shoes"	Shoes
"41599	Topwear"	Topwear
"4251	Topwear"	Topwear
"40741	Others"	Others
"29572	Shoes"	Shoes
"56806	Topwear"	Topwear
"33787	Topwear"	Topwear
"53542	Innerwear"	Innerwear
"38687	Bags"	Bags
"5895	Shoes"	Shoes
"27947	Innerwear"	Innerwear
"27970	Innerwear"	Innerwear
"50634	Innerwear"	Innerwear
"46278	Topwear"	Topwear
"30013	Watches"	Watches
"32406	Bottomwear"	Bottomwear
"37067	Bags"	Bags
"1930	Bags"	Bags
"13691	Shoes"	Shoes
"37343	Topwear"	Topwear
"21817	Wallets"	Wallets
"11700	Topwear"	Topwear
"44835	Topwear"	Topwear
"22488	Shoes"	Shoes
"15771	Innerwear"	Innerwear
"59679	Innerwear"	Innerwear
"43107	Fragrance"	Fragrance
"50482	Innerwear"	Innerwear
"17174	Topwear"	Topwear
"37241	Shoes"	Shoes
"54512	Bags"	Bags
"10377	Topwear"	Topwear
"44902	Bottomwear"	Bottomwear
"24121	Shoes"	Shoes
"11036	Topwear"	Topwear
"19498	Others"	Others
"52164	Topwear"	Topwear
"27380	Fragrance"	Fragrance
"32422	Topwear"	Topwear
"38968	Bags"	Bags
"18816	Wallets"	Wallets
"20126	Topwear"	Topwear
"1841	Shoes"	Shoes
"59779	Jewellery"	Jewellery
"46130	Jewellery"	Jewellery
"11407	Topwear"	Topwear
"34297	Topwear"	Topwear
"24105	Others"	Others
"18537	Shoes"	Shoes
"46643	Fragrance"	Fragrance
"32720	Innerwear"	Innerwear
"58254	Bags"	Bags
"45297	Watches"	Watches
"51214	Others"	Others
"16303	Topwear"	Topwear
"3216	Sandal"	Sandal
"41029	Watches"	Watches
"5789	Bottomwear"	Bottomwear
"44419	Shoes"	Shoes
"14293	Topwear"	Topwear
"6441	Shoes"	Shoes
"40481	Shoes"	Shoes
"9321	Topwear"	Topwear
"15306	Shoes"	Shoes
"33753	Topwear"	Topwear
"4932	Others"	Others
"12155	Bottomwear"	Bottomwear
"54608	Innerwear"	Innerwear
"37066	Others"	Others
"7624	Others"	Others
"28183	Eyewear"	Eyewear
"40632	Topwear"	Topwear
"13440	Topwear"	Topwear
"22532	Sandal"	Sandal
"46958	Others"	Others
"30323	Topwear"	Topwear
"49693	Others"	Others
"55295	Others"	Others
"50937	Innerwear"	Innerwear
"8181	Topwear"	Topwear
"13874	Topwear"	Topwear
"15045	Topwear"	Topwear
"6620	Shoes"	Shoes
"22244	Shoes"	Shoes
"3250	Shoes"	Shoes
"17244	Topwear"	Topwear
"5811	Topwear"	Topwear
"12361	Topwear"	Topwear
"21914	Others"	Others
"26294	Topwear"	Topwear
"19365	Shoes"	Shoes
"4875	Topwear"	Topwear
"11133	Watches"	Watches
"38400	Topwear"	Topwear
"3735	Topwear"	Topwear
"15966	Topwear"	Topwear
"51359	Bottomwear"	Bottomwear
"31062	Topwear"	Topwear
"28120	Innerwear"	Innerwear
"8773	Topwear"	Topwear
"19799	Topwear"	Topwear
"55576	Makeup"	Makeup
"21411	Others"	Others
"46980	Bags"	Bags
"11172	Topwear"	Topwear
"5721	Topwear"	Topwear
"10446	Topwear"	Topwear
"22762	Topwear"	Topwear
"36256	Others"	Others
"39793	Bottomwear"	Bottomwear
"16813	Topwear"	Topwear
"15782	Innerwear"	Innerwear
"14603	Others"	Others
"3852	Topwear"	Topwear
"2500	Shoes"	Shoes
"2179	Topwear"	Topwear
"29051	Topwear"	Topwear
"52967	Others"	Others
"37850	Wallets"	Wallets
"19058	Topwear"	Topwear
"10736	Bags"	Bags
"42861	Bags"	Bags
"15187	Topwear"	Topwear
"30077	Watches"	Watches
"59906	Others"	Others
"20213	Topwear"	Topwear
"52415	Others"	Others
"32177	Others"	Others
"52482	Others"	Others
"36755	Watches"	Watches
"53399	Topwear"	Topwear
"16025	Topwear"	Topwear
"45831	Topwear"	Topwear
"57130	Topwear"	Topwear
"11049	Topwear"	Topwear
"6869	Topwear"	Topwear
"10256	Topwear"	Topwear
"26734	Fragrance"	Fragrance
"6478	Topwear"	Topwear
"48223	Eyewear"	Eyewear
"31554	Shoes"	Shoes
"10702	Watches"	Watches
"38584	Topwear"	Topwear
"37881	Others"	Others
"14041	Topwear"	Topwear
"19038	Shoes"	Shoes
"53918	Bags"	Bags
"11993	Topwear"	Topwear
"10601	Topwear"	Topwear
"13963	Topwear"	Topwear
"57151	Innerwear"	Innerwear
"26159	Bottomwear"	Bottomwear
"13033	Shoes"	Shoes
"36507	Bags"	Bags
"57640	Others"	Others
"8442	Topwear"	Topwear
"11146	Topwear"	Topwear
"25003	Topwear"	Topwear
"38780	Shoes"	Shoes
"43237	Shoes"	Shoes
"6429	Shoes"	Shoes
"8838	Bottomwear"	Bottomwear
"44752	Shoes"	Shoes
"3373	Shoes"	Shoes
"21667	Watches"	Watches
"8327	Topwear"	Topwear
"31593	Topwear"	Topwear
"44711	Others"	Others
"29470	Watches"	Watches
"22248	Sandal"	Sandal
"57701	Others"	Others
"49240	Others"	Others
"48897	Jewellery"	Jewellery
"58629	Jewellery"	Jewellery
"4559	Shoes"	Shoes
"51915	Bags"	Bags
"4924	Topwear"	Topwear
"24175	Topwear"	Topwear
"21347	Eyewear"	Eyewear
"45931	Watches"	Watches
"43273	Bags"	Bags
"43015	Innerwear"	Innerwear
"26611	Shoes"	Shoes
"20603	Bags"	Bags
"19859	Topwear"	Topwear
"25952	Others"	Others
"26651	Shoes"	Shoes
"28164	Eyewear"	Eyewear
"15468	Topwear"	Topwear
"22206	Topwear"	Topwear
"22980	Shoes"	Shoes
"27008	Bottomwear"	Bottomwear
"36532	Others"	Others
"45873	Watches"	Watches
"36443	Shoes"	Shoes
"56284	Innerwear"	Innerwear
"12258	Topwear"	Topwear
"26877	Topwear"	Topwear
"2318	Topwear"	Topwear
"4920	Topwear"	Topwear
"27079	Shoes"	Shoes
"48440	Topwear"	Topwear
"15373	Topwear"	Topwear
"44464	Shoes"	Shoes
"39170	Topwear"	Topwear
"30303	Topwear"	Topwear
"4114	Sandal"	Sandal
"25587	Others"	Others
"20604	Bags"	Bags
"20918	Bottomwear"	Bottomwear
"19041	Shoes"	Shoes
"53781	Topwear"	Topwear
"54160	Jewellery"	Jewellery
"40763	Bags"	Bags
"13495	Topwear"	Topwear
"21873	Topwear"	Topwear
"14053	Topwear"	Topwear
"15571	Topwear"	Topwear
"48527	Others"	Others
"51777	Innerwear"	Innerwear
"49270	Others"	Others
"55880	Others"	Others
"22737	Bags"	Bags
"52326	Jewellery"	Jewellery
"45766	Fragrance"	Fragrance
"31284	Topwear"	Topwear
"41986	Topwear"	Topwear
"53447	Others"	Others
"34138	Wallets"	Wallets
"17394	Others"	Others
"18450	Fragrance"	Fragrance
"9538	Topwear"	Topwear
"45094	Innerwear"	Innerwear
"12105	Topwear"	Topwear
"33449	Wallets"	Wallets
"46158	Jewellery"	Jewellery
"6566	Bottomwear"	Bottomwear
"43866	Jewellery"	Jewellery
"39871	Shoes"	Shoes
"10217	Bags"	Bags
"40670	Topwear"	Topwear
"38636	Topwear"	Topwear
"54149	Jewellery"	Jewellery
"26002	Fragrance"	Fragrance
"42137	Shoes"	Shoes
"8497	Bottomwear"	Bottomwear
"37550	Others"	Others
"16907	Topwear"	Topwear
"49692	Others"	Others
"11543	Topwear"	Topwear
"33847	Shoes"	Shoes
"18035	Bags"	Bags
"13427	Topwear"	Topwear
"38635	Topwear"	Topwear
"12695	Shoes"	Shoes
"40288	Others"	Others
"50451	Innerwear"	Innerwear
"37259	Bags"	Bags
"13317	Topwear"	Topwear
"22158	Shoes"	Shoes
"7085	Bags"	Bags
"35655	Shoes"	Shoes
"36283	Others"	Others
"7910	Topwear"	Topwear
"42391	Topwear"	Topwear
"41603	Topwear"	Topwear
"19944	Bags"	Bags
"26332	Watches"	Watches
"34971	Others"	Others
"9999	Topwear"	Topwear
"7858	Shoes"	Shoes
"20529	Bags"	Bags
"27911	Bottomwear"	Bottomwear
"10437	Topwear"	Topwear
"4854	Shoes"	Shoes
"11883	Shoes"	Shoes
"12036	Topwear"	Topwear
"21559	Bags"	Bags
"55795	Others"	Others
"4722	Topwear"	Topwear
"22855	Shoes"	Shoes
"39957	Others"	Others
"28500	Bottomwear"	Bottomwear
"45983	Topwear"	Topwear
"17720	Topwear"	Topwear
"7950	Topwear"	Topwear
"25703	Topwear"	Topwear
"27370	Topwear"	Topwear
"16064	Bottomwear"	Bottomwear
"3071	Topwear"	Topwear
"22014	Bags"	Bags
"40029	Topwear"	Topwear
"19864	Shoes"	Shoes
"38618	Topwear"	Topwear
"42532	Topwear"	Topwear
"28933	Topwear"	Topwear
"6817	Others"	Others
"4759	Topwear"	Topwear
"31825	Watches"	Watches
"39179	Topwear"	Topwear
"52228	Jewellery"	Jewellery
"43677	Others"	Others
"11447	Topwear"	Topwear
"2619	Topwear"	Topwear
"10170	Shoes"	Shoes
"57136	Bottomwear"	Bottomwear
"34743	Shoes"	Shoes
"22139	Shoes"	Shoes
"59782	Jewellery"	Jewellery
"30865	Topwear"	Topwear
"8278	Topwear"	Topwear
"21893	Topwear"	Topwear
"40091	Topwear"	Topwear
"7019	Topwear"	Topwear
"52107	Topwear"	Topwear
"9247	Topwear"	Topwear
"11418	Topwear"	Topwear
"12642	Topwear"	Topwear
"28767	Topwear"	Topwear
"18574	Topwear"	Topwear
"8796	Topwear"	Topwear
"6720	Topwear"	Topwear
"44960	Fragrance"	Fragrance
"28193	Eyewear"	Eyewear
"47072	Bottomwear"	Bottomwear
"44137	Fragrance"	Fragrance
"20274	Shoes"	Shoes
"47522	Innerwear"	Innerwear
"9878	Topwear"	Topwear
"20172	Topwear"	Topwear
"38983	Bottomwear"	Bottomwear
"33655	Sandal"	Sandal
"53804	Topwear"	Topwear
"19405	Topwear"	Topwear
"38230	Eyewear"	Eyewear
"2474	Shoes"	Shoes
"4703	Watches"	Watches
"49953	Others"	Others
"29312	Bags"	Bags
"13562	Shoes"	Shoes
"18323	Topwear"	Topwear
"1570	Topwear"	Topwear
"3484	Bottomwear"	Bottomwear
"15017	Topwear"	Topwear
"44611	Shoes"	Shoes
"3260	Topwear"	Topwear
"39021	Watches"	Watches
"30831	Bottomwear"	Bottomwear
"7504	Topwear"	Topwear
"57031	Topwear"	Topwear
"48015	Watches"	Watches
"11887	Shoes"	Shoes
"22356	Topwear"	Topwear
"46101	Others"	Others
"20003	Topwear"	Topwear
"6328	Others"	Others
"22150	Sandal"	Sandal
"14089	Topwear"	Topwear
"59034	Shoes"	Shoes
"59727	Innerwear"	Innerwear
"51392	Innerwear"	Innerwear
"29087	Wallets"	Wallets
"11831	Shoes"	Shoes
"6044	Topwear"	Topwear
"39258	Shoes"	Shoes
"57432	Topwear"	Topwear
"23904	Shoes"	Shoes
"47329	Bags"	Bags
"21692	Watches"	Watches
"26596	Shoes"	Shoes
"34023	Topwear"	Topwear
"40531	Watches"	Watches
"54053	Bottomwear"	Bottomwear
"54600	Innerwear"	Innerwear
"15484	Bottomwear"	Bottomwear
"51895	Wallets"	Wallets
"26361	Topwear"	Topwear
"46299	Fragrance"	Fragrance
"2375	Shoes"	Shoes
"33421	Wallets"	Wallets
"8704	Eyewear"	Eyewear
"55338	Fragrance"	Fragrance
"28934	Topwear"	Topwear
"4508	Shoes"	Shoes
"38796	Topwear"	Topwear
"16624	Bottomwear"	Bottomwear
"10791	Topwear"	Topwear
"58877	Others"	Others
"25634	Watches"	Watches
"13517	Topwear"	Topwear
"18890	Topwear"	Topwear
"19252	Watches"	Watches
"9917	Bags"	Bags
"53050	Others"	Others
"17361	Others"	Others
"15382	Others"	Others
"56923	Shoes"	Shoes
"50618	Innerwear"	Innerwear
"51331	Topwear"	Topwear
"13556	Shoes"	Shoes
"13890	Topwear"	Topwear
"52586	Bags"	Bags
"38028	Watches"	Watches
"13832	Topwear"	Topwear
"7754	Shoes"	Shoes
"47614	Shoes"	Shoes
"33192	Topwear"	Topwear
"54229	Bags"	Bags
"10725	Bags"	Bags
"15296	Bags"	Bags
"38209	Eyewear"	Eyewear
"25932	Others"	Others
"32522	Fragrance"	Fragrance
"37497	Watches"	Watches
"32429	Bottomwear"	Bottomwear
"38812	Topwear"	Topwear
"57110	Topwear"	Topwear
"13297	Topwear"	Topwear
"47058	Bottomwear"	Bottomwear
"52143	Topwear"	Topwear
"51534	Watches"	Watches
"35930	Shoes"	Shoes
"31298	Topwear"	Topwear
"21954	Bags"	Bags
"58151	Others"	Others
"43032	Topwear"	Topwear
"35011	Others"	Others
"54986	Topwear"	Topwear
"35242	Others"	Others
"3534	Topwear"	Topwear
"8200	Topwear"	Topwear
"8851	Topwear"	Topwear
"35404	Others"	Others
"9465	Topwear"	Topwear
"37202	Bottomwear"	Bottomwear
"46979	Bags"	Bags
"47335	Bags"	Bags
"47603	Shoes"	Shoes
"35989	Others"	Others
"28675	Topwear"	Topwear
"16091	Eyewear"	Eyewear
"18680	Innerwear"	Innerwear
"13146	Shoes"	Shoes
"51119	Others"	Others
"38568	Bottomwear"	Bottomwear
"15817	Innerwear"	Innerwear
"41831	Shoes"	Shoes
"13477	Shoes"	Shoes
"29916	Watches"	Watches
"53486	Innerwear"	Innerwear
"29750	Watches"	Watches
"49966	Innerwear"	Innerwear
"48430	Topwear"	Topwear
"29125	Eyewear"	Eyewear
"6877	Topwear"	Topwear
"11259	Others"	Others
"20894	Shoes"	Shoes
"33266	Topwear"	Topwear
"33340	Shoes"	Shoes
"23862	Shoes"	Shoes
"43992	Fragrance"	Fragrance
"29110	Others"	Others
"34350	Topwear"	Topwear
"39214	Shoes"	Shoes
"14042	Topwear"	Topwear
"19508	Others"	Others
"11316	Bottomwear"	Bottomwear
"18987	Topwear"	Topwear
"17471	Innerwear"	Innerwear
"20308	Topwear"	Topwear
"50039	Innerwear"	Innerwear
"2665	Bags"	Bags
"15340	Bottomwear"	Bottomwear
"25347	Innerwear"	Innerwear
"53770	Topwear"	Topwear
"29215	Others"	Others
"40494	Bottomwear"	Bottomwear
"58149	Others"	Others
"57956	Others"	Others
"57913	Others"	Others
"52230	Jewellery"	Jewellery
"48329	Bags"	Bags
"26878	Topwear"	Topwear
"3787	Topwear"	Topwear
"28045	Innerwear"	Innerwear
"35903	Bags"	Bags
"5149	Topwear"	Topwear
"24252	Shoes"	Shoes
"56576	Makeup"	Makeup
"16504	Bottomwear"	Bottomwear
"13051	Topwear"	Topwear
"19273	Watches"	Watches
"32143	Innerwear"	Innerwear
"12042	Topwear"	Topwear
"34843	Others"	Others
"26335	Watches"	Watches
"53071	Bags"	Bags
"12443	Wallets"	Wallets
"6818	Others"	Others
"18867	Bottomwear"	Bottomwear
"52594	Bags"	Bags
"1545	Shoes"	Shoes
"34360	Topwear"	Topwear
"25229	Bags"	Bags
"20683	Shoes"	Shoes
"3159	Shoes"	Shoes
"50884	Others"	Others
"10292	Shoes"	Shoes
"44966	Others"	Others
"42561	Topwear"	Topwear
"24306	Bottomwear"	Bottomwear
"16090	Eyewear"	Eyewear
"4848	Topwear"	Topwear
"58208	Others"	Others
"34881	Bags"	Bags
"36055	Bags"	Bags
"45902	Watches"	Watches
"37503	Watches"	Watches
"30727	Bottomwear"	Bottomwear
"45589	Shoes"	Shoes
"7819	Topwear"	Topwear
"13718	Others"	Others
"31037	Topwear"	Topwear
"7547	Bottomwear"	Bottomwear
"6853	Shoes"	Shoes
"6062	Topwear"	Topwear
"12235	Topwear"	Topwear
"34847	Shoes"	Shoes
"7284	Topwear"	Topwear
"23582	Fragrance"	Fragrance
"52211	Jewellery"	Jewellery
"20627	Wallets"	Wallets
"56856	Others"	Others
"23239	Topwear"	Topwear
"47160	Others"	Others
"59607	Others"	Others
"5849	Topwear"	Topwear
"43262	Topwear"	Topwear
"48510	Topwear"	Topwear
"21964	Bags"	Bags
"59608	Others"	Others
"53431	Topwear"	Topwear
"38443	Bags"	Bags
"36649	Wallets"	Wallets
"39537	Innerwear"	Innerwear
"50164	Shoes"	Shoes
"46399	Bottomwear"	Bottomwear
"7206	Topwear"	Topwear
"15676	Bottomwear"	Bottomwear
"56581	Makeup"	Makeup
"3965	Topwear"	Topwear
"34944	Topwear"	Topwear
"47371	Wallets"	Wallets
"51662	Eyewear"	Eyewear
"36059	Bags"	Bags
"48429	Topwear"	Topwear
"38563	Bottomwear"	Bottomwear
"55368	Others"	Others
"47993	Watches"	Watches
"50012	Innerwear"	Innerwear
"10426	Topwear"	Topwear
"10357	Topwear"	Topwear
"43664	Topwear"	Topwear
"49354	Shoes"	Shoes
"59577	Others"	Others
"22915	Eyewear"	Eyewear
"50158	Shoes"	Shoes
"25251	Bags"	Bags
"16039	Topwear"	Topwear
"22828	Shoes"	Shoes
"10844	Topwear"	Topwear
"54664	Watches"	Watches
"1590	Shoes"	Shoes
"1623	Bags"	Bags
"58099	Jewellery"	Jewellery
"45221	Watches"	Watches
"59498	Jewellery"	Jewellery
"47446	Shoes"	Shoes
"29419	Watches"	Watches
"37947	Topwear"	Topwear
"34050	Topwear"	Topwear
"33534	Shoes"	Shoes
"9520	Topwear"	Topwear
"7098	Bags"	Bags
"27747	Bags"	Bags
"28125	Innerwear"	Innerwear
"52677	Watches"	Watches
"20460	Bags"	Bags
"26683	Shoes"	Shoes
"24156	Topwear"	Topwear
"40009	Topwear"	Topwear
"35670	Shoes"	Shoes
"9056	Shoes"	Shoes
"12541	Topwear"	Topwear
"18416	Shoes"	Shoes
"11472	Topwear"	Topwear
"53798	Topwear"	Topwear
"47559	Shoes"	Shoes
"20868	Shoes"	Shoes
"28487	Innerwear"	Innerwear
"50954	Bottomwear"	Bottomwear
"28635	Shoes"	Shoes
"14484	Shoes"	Shoes
"44601	Wallets"	Wallets
"13547	Shoes"	Shoes
"44855	Topwear"	Topwear
"6189	Topwear"	Topwear
"34190	Topwear"	Topwear
"56888	Shoes"	Shoes
"42065	Bags"	Bags
"49096	Makeup"	Makeup
"27453	Innerwear"	Innerwear
"37655	Others"	Others
"17550	Topwear"	Topwear
"12444	Wallets"	Wallets
"7010	Topwear"	Topwear
"14060	Topwear"	Topwear
"52221	Jewellery"	Jewellery
"19513	Wallets"	Wallets
"36712	Fragrance"	Fragrance
"15064	Shoes"	Shoes
"39931	Bags"	Bags
"13891	Topwear"	Topwear
"23775	Eyewear"	Eyewear
"30641	Others"	Others
"44049	Fragrance"	Fragrance
"36285	Others"	Others
"8939	Topwear"	Topwear
"8758	Bottomwear"	Bottomwear
"14504	Shoes"	Shoes
"2553	Others"	Others
"47383	Bags"	Bags
"22589	Bottomwear"	Bottomwear
"49065	Bags"	Bags
"6407	Sandal"	Sandal
"31903	Innerwear"	Innerwear
"4027	Shoes"	Shoes
"5327	Shoes"	Shoes
"44633	Topwear"	Topwear
"10140	Watches"	Watches
"16387	Topwear"	Topwear
"34632	Shoes"	Shoes
"6668	Shoes"	Shoes
"30306	Topwear"	Topwear
"15693	Topwear"	Topwear
"20210	Topwear"	Topwear
"57922	Bottomwear"	Bottomwear
"58685	Topwear"	Topwear
"59241	Watches"	Watches
"48184	Bags"	Bags
"47607	Shoes"	Shoes
"30250	Others"	Others
"49298	Others"	Others
"37717	Topwear"	Topwear
"19439	Others"	Others
"33022	Topwear"	Topwear
"28389	Eyewear"	Eyewear
"47018	Topwear"	Topwear
"22375	Topwear"	Topwear
"7043	Shoes"	Shoes
"22841	Shoes"	Shoes
"44769	Shoes"	Shoes
"49784	Others"	Others
"44070	Fragrance"	Fragrance
"13249	Bottomwear"	Bottomwear
"59377	Topwear"	Topwear
"11358	Topwear"	Topwear
"34126	Others"	Others
"26271	Topwear"	Topwear
"45757	Topwear"	Topwear
"57493	Shoes"	Shoes
"31014	Bottomwear"	Bottomwear
"34288	Topwear"	Topwear
"19606	Topwear"	Topwear
"2645	Bags"	Bags
"10603	Others"	Others
"51633	Watches"	Watches
"8364	Topwear"	Topwear
"31075	Others"	Others
"8519	Bags"	Bags
"47965	Watches"	Watches
"59410	Topwear"	Topwear
"38327	Topwear"	Topwear
"14350	Shoes"	Shoes
"28580	Watches"	Watches
"11563	Topwear"	Topwear
"12099	Topwear"	Topwear
"21902	Topwear"	Topwear
"17589	Eyewear"	Eyewear
"17156	Topwear"	Topwear
"23885	Shoes"	Shoes
"5810	Topwear"	Topwear
"20177	Topwear"	Topwear
"59352	Topwear"	Topwear
"50601	Innerwear"	Innerwear
"12077	Topwear"	Topwear
"51442	Topwear"	Topwear
"43819	Jewellery"	Jewellery
"59742	Innerwear"	Innerwear
"36265	Others"	Others
"28444	Bags"	Bags
"58234	Wallets"	Wallets
"27604	Bottomwear"	Bottomwear
"37411	Bags"	Bags
"20311	Topwear"	Topwear
"45583	Shoes"	Shoes
"46244	Topwear"	Topwear
"15236	Shoes"	Shoes
"43236	Shoes"	Shoes
"23953	Topwear"	Topwear
"47666	Others"	Others
"54536	Shoes"	Shoes
"47084	Others"	Others
"47166	Others"	Others
"26324	Bottomwear"	Bottomwear
"3809	Topwear"	Topwear
"31724	Jewellery"	Jewellery
"35578	Others"	Others
"50344	Topwear"	Topwear
"19109	Topwear"	Topwear
"31641	Topwear"	Topwear
"29489	Watches"	Watches
"18433	Bags"	Bags
"43935	Shoes"	Shoes
"11512	Shoes"	Shoes
"58453	Watches"	Watches
"24700	Shoes"	Shoes
"59388	Shoes"	Shoes
"26617	Shoes"	Shoes
"39124	Bottomwear"	Bottomwear
"33079	Topwear"	Topwear
"28194	Eyewear"	Eyewear
"17667	Shoes"	Shoes
"43883	Shoes"	Shoes
"10221	Bags"	Bags
"31656	Topwear"	Topwear
"40451	Shoes"	Shoes
"31668	Bottomwear"	Bottomwear
"17994	Bottomwear"	Bottomwear
"22321	Topwear"	Topwear
"11643	Watches"	Watches
"50557	Innerwear"	Innerwear
"12144	Topwear"	Topwear
"36140	Shoes"	Shoes
"18849	Topwear"	Topwear
"48659	Jewellery"	Jewellery
"44945	Bottomwear"	Bottomwear
"19494	Others"	Others
"37146	Topwear"	Topwear
"5020	Topwear"	Topwear
"28735	Topwear"	Topwear
"27886	Topwear"	Topwear
"7683	Topwear"	Topwear
"12371	Topwear"	Topwear
"19131	Others"	Others
"54137	Shoes"	Shoes
"21770	Others"	Others
"10875	Topwear"	Topwear
"12066	Topwear"	Topwear
"25533	Topwear"	Topwear
"46585	Shoes"	Shoes
"21508	Bags"	Bags
"26049	Topwear"	Topwear
"23118	Others"	Others
"13758	Topwear"	Topwear
"10481	Topwear"	Topwear
"40405	Others"	Others
"52461	Others"	Others
"28070	Innerwear"	Innerwear
"21691	Watches"	Watches
"36795	Watches"	Watches
"37488	Watches"	Watches
"20492	Bags"	Bags
"5208	Topwear"	Topwear
"19256	Watches"	Watches
"9105	Shoes"	Shoes
"44242	Bags"	Bags
"8073	Shoes"	Shoes
"15436	Bags"	Bags
"3821	Others"	Others
"59214	Watches"	Watches
"36347	Others"	Others
"36498	Topwear"	Topwear
"49928	Others"	Others
"36307	Others"	Others
"16189	Sandal"	Sandal
"50715	Topwear"	Topwear
"5040	Others"	Others
"32930	Topwear"	Topwear
"17961	Sandal"	Sandal
"53990	Bags"	Bags
"17187	Topwear"	Topwear
